Object,Instance1,Attribute1_1,Attribute2_1,Attribute3_1,Attribute4_1,Attribute5_1,Probability_1,Instance2,Attribute1_2,Attribute2_2,Attribute3_2,Attribute4_2,Attribute5_2,Probability_2,Instance3,Attribute1_3,Attribute2_3,Attribute3_3,Attribute4_3,Attribute5_3,Probability_3
Object835_4,Instance1,585,-17,10,270,758,0.41,Instance2,585,-21,10,530,884,0.51,Instance3,585,-2,10,277,431,0.09
Object836_4,Instance1,505,-17,130,176,520,0.41,Instance2,505,-1,130,856,441,0.56,Instance3,505,-31,130,49,930,0.03
Object837_4,Instance1,966,-48,180,917,918,0.75,Instance2,966,-26,180,236,967,0.2,Instance3,966,-49,180,698,505,0.05
Object838_4,Instance1,844,-3,20,407,942,0.78,Instance2,844,-16,20,578,34,0.04,Instance3,844,-23,20,890,520,0.18
Object839_4,Instance1,436,-39,110,675,232,0.91,Instance2,436,-42,110,521,280,0.08,Instance3,436,-17,110,355,324,0.01
Object840_4,Instance1,609,-29,80,404,421,0.2,Instance2,609,-21,80,938,808,0.26,Instance3,609,-38,80,400,96,0.54
Object841_4,Instance1,9,-1,200,891,510,0.1,Instance2,9,-25,200,19,69,0.35,Instance3,9,-43,200,145,301,0.55
Object842_4,Instance1,446,-34,180,157,499,0.53,Instance2,446,-26,180,325,401,0.14,Instance3,446,-8,180,867,419,0.33
Object843_4,Instance1,551,-48,60,81,627,0.89,Instance2,551,-24,60,829,743,0.07,Instance3,551,-2,60,427,151,0.04
Object844_4,Instance1,893,-45,170,740,139,0.39,Instance2,893,-38,170,548,92,0.02,Instance3,893,-21,170,682,911,0.58
Object845_4,Instance1,386,-18,110,937,763,0.28,Instance2,386,-40,110,296,905,0.5,Instance3,386,-46,110,606,601,0.22
Object846_4,Instance1,897,-8,60,402,823,0.44,Instance2,897,-33,60,876,390,0.04,Instance3,897,-19,60,165,599,0.52
Object847_4,Instance1,798,-18,50,574,140,0.55,Instance2,798,-36,50,288,291,0.44,Instance3,798,-45,50,696,980,0.01
Object848_4,Instance1,726,-32,180,874,895,0.06,Instance2,726,-15,180,634,508,0.29,Instance3,726,-38,180,576,926,0.65
Object849_4,Instance1,171,-41,180,198,58,0.13,Instance2,171,-24,180,733,581,0.11,Instance3,171,-38,180,883,532,0.76
Object850_4,Instance1,448,-17,20,114,320,0.91,Instance2,448,-36,20,95,966,0.02,Instance3,448,-6,20,582,68,0.07
Object851_4,Instance1,354,-16,140,406,329,0.65,Instance2,354,-28,140,763,399,0.24,Instance3,354,-7,140,108,567,0.11
Object852_4,Instance1,920,-29,10,270,220,0.59,Instance2,920,-20,10,53,992,0.29,Instance3,920,-4,10,933,963,0.11
Object853_4,Instance1,879,-24,40,249,615,0.86,Instance2,879,-44,40,959,594,0.04,Instance3,879,-4,40,564,644,0.1
Object854_4,Instance1,595,-50,110,316,929,1.0,Instance2,595,-15,110,849,440,0.0,Instance3,595,-32,110,421,455,0.0
Object855_4,Instance1,105,-47,200,376,652,0.87,Instance2,105,-13,200,428,378,0.03,Instance3,105,-30,200,277,887,0.1
Object856_4,Instance1,182,-3,120,256,357,0.77,Instance2,182,-18,120,308,868,0.01,Instance3,182,-25,120,120,270,0.21
Object857_4,Instance1,598,-23,100,912,64,0.02,Instance2,598,-7,100,485,52,0.31,Instance3,598,-5,100,578,495,0.67
Object858_4,Instance1,557,-4,10,673,579,0.79,Instance2,557,-17,10,971,528,0.14,Instance3,557,-29,10,201,838,0.06
Object859_4,Instance1,826,-15,80,34,561,0.74,Instance2,826,-45,80,592,895,0.06,Instance3,826,-39,80,941,912,0.2
Object860_4,Instance1,679,-39,120,922,490,0.69,Instance2,679,-47,120,661,513,0.19,Instance3,679,-33,120,137,652,0.12
Object861_4,Instance1,930,-37,20,935,377,0.29,Instance2,930,-13,20,283,330,0.25,Instance3,930,-13,20,761,609,0.46
Object862_4,Instance1,334,-11,120,120,634,0.53,Instance2,334,-21,120,357,384,0.19,Instance3,334,-31,120,392,225,0.27
Object863_4,Instance1,627,-6,110,413,19,0.52,Instance2,627,-35,110,427,951,0.39,Instance3,627,-41,110,941,12,0.09
Object864_4,Instance1,738,-35,200,505,553,0.97,Instance2,738,-23,200,8,623,0.01,Instance3,738,-28,200,652,685,0.02
Object865_4,Instance1,534,-4,100,498,309,0.23,Instance2,534,-38,100,174,849,0.13,Instance3,534,-7,100,583,715,0.64
Object866_4,Instance1,279,-8,80,885,103,0.08,Instance2,279,-43,80,183,610,0.54,Instance3,279,-32,80,0,182,0.38
Object867_4,Instance1,40,-13,90,748,644,0.11,Instance2,40,-49,90,536,910,0.44,Instance3,40,-48,90,916,677,0.45
Object868_4,Instance1,304,-30,150,599,160,0.45,Instance2,304,-13,150,318,141,0.45,Instance3,304,-13,150,632,666,0.1
Object869_4,Instance1,741,-13,80,772,85,0.12,Instance2,741,-5,80,467,718,0.84,Instance3,741,-47,80,145,359,0.04
Object870_4,Instance1,250,-35,200,0,451,0.01,Instance2,250,-16,200,507,372,0.11,Instance3,250,-23,200,903,143,0.89
Object871_4,Instance1,835,-23,130,833,491,0.99,Instance2,835,-8,130,443,350,0.0,Instance3,835,-43,130,239,11,0.0
Object872_4,Instance1,502,-40,180,28,473,0.72,Instance2,502,-36,180,544,919,0.19,Instance3,502,-32,180,785,154,0.09
Object873_4,Instance1,555,-43,10,159,494,0.42,Instance2,555,-15,10,880,713,0.42,Instance3,555,-36,10,625,398,0.15
Object874_4,Instance1,626,-39,120,491,770,0.39,Instance2,626,-28,120,593,551,0.37,Instance3,626,-2,120,25,739,0.24
Object875_4,Instance1,777,-21,160,120,847,0.91,Instance2,777,-31,160,427,502,0.08,Instance3,777,-29,160,301,153,0.01
Object876_4,Instance1,193,-24,70,960,513,0.79,Instance2,193,-41,70,157,693,0.19,Instance3,193,-40,70,122,907,0.02
Object877_4,Instance1,702,-27,200,409,5,0.39,Instance2,702,-33,200,865,768,0.32,Instance3,702,-48,200,978,471,0.28
Object878_4,Instance1,68,-27,160,852,346,0.05,Instance2,68,-32,160,521,35,0.25,Instance3,68,-26,160,993,214,0.71
Object879_4,Instance1,283,-50,10,238,518,0.3,Instance2,283,-31,10,708,581,0.56,Instance3,283,-18,10,480,574,0.14
Object880_4,Instance1,401,-17,80,852,61,0.96,Instance2,401,-32,80,458,103,0.03,Instance3,401,-18,80,894,595,0.02
Object881_4,Instance1,547,-45,200,792,765,0.74,Instance2,547,-48,200,257,87,0.2,Instance3,547,-41,200,364,999,0.05
Object882_4,Instance1,697,-4,160,660,706,0.05,Instance2,697,-19,160,605,600,0.43,Instance3,697,-3,160,875,551,0.52
Object883_4,Instance1,865,-10,70,398,165,0.13,Instance2,865,-13,70,493,546,0.27,Instance3,865,-44,70,554,9,0.6
Object884_4,Instance1,428,-17,110,933,144,0.12,Instance2,428,-2,110,492,484,0.68,Instance3,428,-10,110,107,32,0.2
Object885_4,Instance1,465,-2,200,341,39,0.97,Instance2,465,-50,200,499,75,0.0,Instance3,465,-9,200,751,755,0.03
Object886_4,Instance1,926,-38,70,580,783,0.26,Instance2,926,-31,70,9,639,0.68,Instance3,926,-34,70,327,936,0.06
Object887_4,Instance1,902,-23,190,559,804,0.91,Instance2,902,-44,190,699,583,0.06,Instance3,902,-12,190,94,291,0.03
Object888_4,Instance1,342,-3,140,482,685,0.99,Instance2,342,-12,140,944,957,0.0,Instance3,342,-36,140,529,296,0.01
Object889_4,Instance1,445,-42,60,526,410,0.81,Instance2,445,-21,60,253,483,0.03,Instance3,445,-27,60,679,769,0.16
Object890_4,Instance1,457,-48,180,713,475,0.97,Instance2,457,-8,180,847,438,0.02,Instance3,457,-50,180,844,382,0.0
Object891_4,Instance1,313,-5,180,323,399,0.58,Instance2,313,-28,180,351,965,0.11,Instance3,313,-43,180,693,74,0.31
Object892_4,Instance1,652,-23,130,538,770,0.56,Instance2,652,-4,130,959,555,0.14,Instance3,652,-46,130,722,865,0.3
Object893_4,Instance1,764,-21,90,545,997,0.35,Instance2,764,-1,90,803,788,0.47,Instance3,764,-21,90,166,307,0.17
Object894_4,Instance1,358,-49,40,586,745,0.87,Instance2,358,-48,40,208,401,0.12,Instance3,358,-7,40,858,570,0.01
Object895_4,Instance1,245,-50,30,789,562,0.79,Instance2,245,-47,30,900,240,0.17,Instance3,245,-24,30,264,903,0.04
Object896_4,Instance1,896,-12,30,119,261,0.48,Instance2,896,-9,30,772,309,0.33,Instance3,896,-2,30,301,906,0.19
Object897_4,Instance1,78,-9,140,123,466,0.04,Instance2,78,-4,140,368,903,0.64,Instance3,78,-36,140,254,285,0.32
Object898_4,Instance1,909,-6,100,764,302,0.1,Instance2,909,-46,100,412,462,0.43,Instance3,909,-21,100,519,258,0.47
Object899_4,Instance1,75,-36,160,554,378,0.58,Instance2,75,-20,160,584,348,0.19,Instance3,75,-6,160,713,438,0.23
Object900_4,Instance1,68,-41,110,379,75,0.59,Instance2,68,-35,110,805,740,0.37,Instance3,68,-20,110,521,191,0.03
Object901_4,Instance1,804,-7,170,694,782,0.05,Instance2,804,-6,170,919,323,0.14,Instance3,804,-19,170,331,560,0.81
Object902_4,Instance1,267,-8,40,939,985,0.08,Instance2,267,-11,40,326,161,0.11,Instance3,267,-31,40,209,48,0.82
Object903_4,Instance1,817,-39,190,140,930,0.58,Instance2,817,-22,190,32,593,0.22,Instance3,817,-18,190,886,316,0.2
Object904_4,Instance1,772,-36,20,892,906,0.27,Instance2,772,-46,20,32,987,0.4,Instance3,772,-46,20,956,447,0.33
Object905_4,Instance1,283,-1,60,461,243,0.87,Instance2,283,-12,60,999,803,0.05,Instance3,283,-41,60,587,998,0.07
Object906_4,Instance1,181,-13,110,127,51,0.04,Instance2,181,-31,110,629,163,0.4,Instance3,181,-40,110,45,236,0.57
Object907_4,Instance1,106,-32,140,810,577,0.59,Instance2,106,-26,140,527,638,0.28,Instance3,106,-49,140,879,927,0.13
Object908_4,Instance1,82,-38,30,573,488,0.16,Instance2,82,-49,30,317,504,0.01,Instance3,82,-35,30,346,748,0.83
Object909_4,Instance1,298,-7,140,879,697,0.05,Instance2,298,-8,140,971,439,0.65,Instance3,298,-2,140,107,56,0.3
Object910_4,Instance1,543,-9,170,217,142,0.4,Instance2,543,-10,170,46,801,0.14,Instance3,543,-44,170,473,927,0.46
Object911_4,Instance1,764,-6,60,610,147,0.46,Instance2,764,-12,60,681,895,0.04,Instance3,764,-40,60,360,212,0.5
Object912_4,Instance1,539,-25,60,710,135,0.82,Instance2,539,-31,60,649,2,0.01,Instance3,539,-34,60,871,954,0.17
Object913_4,Instance1,661,-5,160,231,646,0.01,Instance2,661,-18,160,908,234,0.43,Instance3,661,-17,160,718,695,0.56
Object914_4,Instance1,347,-10,50,133,144,0.89,Instance2,347,-33,50,814,24,0.06,Instance3,347,-44,50,292,778,0.05
Object915_4,Instance1,325,-14,150,639,811,0.04,Instance2,325,-20,150,224,268,0.33,Instance3,325,-14,150,237,251,0.63
Object916_4,Instance1,726,-16,90,154,568,0.87,Instance2,726,-4,90,726,529,0.07,Instance3,726,-24,90,299,434,0.06
Object917_4,Instance1,554,-12,60,762,913,0.69,Instance2,554,-18,60,741,736,0.23,Instance3,554,-28,60,922,207,0.08
Object918_4,Instance1,608,-44,10,870,468,0.12,Instance2,608,-28,10,287,477,0.68,Instance3,608,-50,10,368,472,0.2
Object919_4,Instance1,661,-13,20,740,437,0.32,Instance2,661,-30,20,280,500,0.65,Instance3,661,-34,20,499,80,0.04
Object920_4,Instance1,805,-40,40,933,894,0.38,Instance2,805,-6,40,573,719,0.08,Instance3,805,-4,40,849,135,0.53
Object921_4,Instance1,395,-39,90,756,176,0.05,Instance2,395,-29,90,44,376,0.72,Instance3,395,-2,90,11,247,0.23
Object922_4,Instance1,266,-14,10,199,168,0.56,Instance2,266,-31,10,750,343,0.43,Instance3,266,-22,10,131,852,0.01
Object923_4,Instance1,831,-47,150,693,130,0.59,Instance2,831,-50,150,376,617,0.19,Instance3,831,-17,150,878,622,0.22
Object924_4,Instance1,956,-46,100,811,913,0.94,Instance2,956,-42,100,864,276,0.04,Instance3,956,-45,100,537,78,0.02
Object925_4,Instance1,196,-37,160,595,830,0.05,Instance2,196,-16,160,318,653,0.15,Instance3,196,-8,160,581,296,0.8
Object926_4,Instance1,788,-32,130,966,45,0.54,Instance2,788,-50,130,538,155,0.24,Instance3,788,-49,130,542,275,0.21
Object927_4,Instance1,631,-19,10,79,987,0.69,Instance2,631,-26,10,264,893,0.28,Instance3,631,-31,10,637,491,0.03
Object928_4,Instance1,692,-41,80,792,650,0.76,Instance2,692,-24,80,759,266,0.07,Instance3,692,-22,80,582,518,0.16
Object929_4,Instance1,147,-3,130,203,563,0.73,Instance2,147,-5,130,776,522,0.06,Instance3,147,-27,130,727,857,0.21
Object930_4,Instance1,656,-44,50,118,86,0.35,Instance2,656,-42,50,850,164,0.49,Instance3,656,-21,50,59,244,0.16
Object931_4,Instance1,461,-47,180,906,359,0.97,Instance2,461,-44,180,750,470,0.01,Instance3,461,-34,180,229,594,0.02
Object932_4,Instance1,496,-3,80,51,633,0.91,Instance2,496,-8,80,58,548,0.01,Instance3,496,-18,80,842,313,0.08
Object933_4,Instance1,906,-29,60,175,570,0.37,Instance2,906,-30,60,602,261,0.3,Instance3,906,-3,60,476,626,0.33
Object934_4,Instance1,415,-36,150,452,352,0.98,Instance2,415,-10,150,590,282,0.02,Instance3,415,-15,150,517,472,0.0
Object935_4,Instance1,695,-37,80,136,485,0.09,Instance2,695,-15,80,58,636,0.87,Instance3,695,-22,80,169,142,0.04
Object936_4,Instance1,45,-37,180,938,718,0.37,Instance2,45,-12,180,640,966,0.56,Instance3,45,-42,180,411,830,0.07
Object937_4,Instance1,857,-22,70,115,848,0.51,Instance2,857,-11,70,597,303,0.18,Instance3,857,-22,70,924,910,0.31
Object938_4,Instance1,464,-50,70,830,276,0.83,Instance2,464,-20,70,118,892,0.0,Instance3,464,-45,70,943,209,0.17
Object939_4,Instance1,796,-8,50,518,963,0.79,Instance2,796,-27,50,824,50,0.11,Instance3,796,-29,50,862,635,0.1
Object940_4,Instance1,491,-47,200,28,395,0.74,Instance2,491,-40,200,496,148,0.15,Instance3,491,-3,200,539,461,0.11
Object941_4,Instance1,865,-31,160,207,214,0.8,Instance2,865,-6,160,344,79,0.1,Instance3,865,-1,160,321,644,0.1
Object942_4,Instance1,958,-13,170,631,317,0.24,Instance2,958,-27,170,773,665,0.1,Instance3,958,-12,170,826,145,0.66
Object943_4,Instance1,808,-38,180,80,494,0.54,Instance2,808,-23,180,948,501,0.21,Instance3,808,-3,180,883,8,0.25
Object944_4,Instance1,90,-32,80,421,84,0.91,Instance2,90,-41,80,361,894,0.02,Instance3,90,-35,80,67,971,0.07
Object945_4,Instance1,36,-8,200,578,244,0.35,Instance2,36,-21,200,583,373,0.06,Instance3,36,-15,200,47,325,0.59
Object946_4,Instance1,533,-11,120,3,721,0.9,Instance2,533,-33,120,601,920,0.09,Instance3,533,-10,120,139,310,0.01
Object947_4,Instance1,106,-49,180,956,88,0.26,Instance2,106,-21,180,117,474,0.55,Instance3,106,-49,180,838,601,0.19
Object948_4,Instance1,500,-28,140,404,513,0.48,Instance2,500,-32,140,931,98,0.2,Instance3,500,-34,140,522,825,0.32
Object949_4,Instance1,57,-15,10,559,314,0.11,Instance2,57,-32,10,820,886,0.51,Instance3,57,-43,10,200,8,0.39
Object950_4,Instance1,94,-44,20,429,158,0.71,Instance2,94,-14,20,505,596,0.09,Instance3,94,-46,20,471,818,0.2
Object951_4,Instance1,494,-32,80,179,493,0.24,Instance2,494,-19,80,887,122,0.25,Instance3,494,-3,80,595,64,0.51
Object952_4,Instance1,772,-37,110,524,675,0.4,Instance2,772,-5,110,3,698,0.46,Instance3,772,-12,110,287,237,0.14
Object953_4,Instance1,603,-46,20,242,536,0.04,Instance2,603,-9,20,152,581,0.23,Instance3,603,-37,20,682,564,0.73
Object954_4,Instance1,264,-31,90,543,380,0.33,Instance2,264,-36,90,951,402,0.43,Instance3,264,-12,90,947,219,0.24
Object955_4,Instance1,858,-12,140,350,881,0.36,Instance2,858,-26,140,314,338,0.43,Instance3,858,-11,140,724,343,0.22
Object956_4,Instance1,766,-48,90,279,402,0.59,Instance2,766,-12,90,831,935,0.05,Instance3,766,-45,90,740,633,0.36
Object957_4,Instance1,401,-13,200,472,585,0.05,Instance2,401,-9,200,944,959,0.55,Instance3,401,-29,200,789,924,0.41
Object958_4,Instance1,934,-22,70,438,842,0.73,Instance2,934,-45,70,468,730,0.26,Instance3,934,-33,70,246,270,0.01
Object959_4,Instance1,804,-9,70,28,600,0.96,Instance2,804,-43,70,927,67,0.0,Instance3,804,-31,70,637,338,0.03
Object960_4,Instance1,931,-21,120,332,942,0.81,Instance2,931,-2,120,96,468,0.06,Instance3,931,-16,120,94,487,0.13
Object961_4,Instance1,45,-11,160,707,989,0.68,Instance2,45,-27,160,122,512,0.0,Instance3,45,-12,160,739,615,0.32
Object962_4,Instance1,418,-3,80,457,623,0.99,Instance2,418,-14,80,964,353,0.0,Instance3,418,-47,80,686,304,0.01
Object963_4,Instance1,595,-11,120,801,17,0.0,Instance2,595,-26,120,760,591,0.15,Instance3,595,-16,120,151,488,0.85
Object964_4,Instance1,741,-19,50,640,758,0.35,Instance2,741,-31,50,709,133,0.4,Instance3,741,-36,50,415,358,0.25
Object965_4,Instance1,854,-17,200,677,772,0.18,Instance2,854,-17,200,640,793,0.41,Instance3,854,-48,200,97,545,0.41
Object966_4,Instance1,465,-13,200,613,949,0.26,Instance2,465,-28,200,40,646,0.3,Instance3,465,-23,200,601,150,0.44
Object967_4,Instance1,354,-46,120,813,781,0.68,Instance2,354,-29,120,680,342,0.11,Instance3,354,-11,120,64,898,0.21
Object968_4,Instance1,810,-47,120,142,483,0.39,Instance2,810,-11,120,76,456,0.42,Instance3,810,-36,120,312,217,0.19
Object969_4,Instance1,703,-48,110,508,674,0.69,Instance2,703,-44,110,990,642,0.04,Instance3,703,-5,110,441,471,0.27
Object970_4,Instance1,100,-4,110,248,342,0.56,Instance2,100,-29,110,17,202,0.39,Instance3,100,-49,110,130,76,0.05
Object971_4,Instance1,579,-20,120,209,950,0.29,Instance2,579,-45,120,61,493,0.47,Instance3,579,-17,120,156,702,0.24
Object972_4,Instance1,967,-15,80,589,39,0.75,Instance2,967,-15,80,11,593,0.17,Instance3,967,-23,80,209,449,0.08
Object973_4,Instance1,368,-41,190,723,914,0.35,Instance2,368,-26,190,284,837,0.39,Instance3,368,-38,190,395,230,0.25
Object974_4,Instance1,853,-47,60,574,106,0.84,Instance2,853,-17,60,759,241,0.15,Instance3,853,-5,60,857,181,0.01
Object975_4,Instance1,88,-20,10,65,454,0.13,Instance2,88,-39,10,626,723,0.69,Instance3,88,-22,10,619,374,0.17
Object976_4,Instance1,891,-20,40,742,356,0.13,Instance2,891,-14,40,142,159,0.84,Instance3,891,-17,40,144,80,0.03
Object977_4,Instance1,656,-27,100,699,433,0.97,Instance2,656,-8,100,887,860,0.01,Instance3,656,-5,100,190,895,0.02
Object978_4,Instance1,556,-32,30,117,520,0.69,Instance2,556,-12,30,578,85,0.29,Instance3,556,-45,30,346,565,0.03
Object979_4,Instance1,388,-43,90,26,580,0.52,Instance2,388,-26,90,33,309,0.45,Instance3,388,-47,90,868,133,0.03
Object980_4,Instance1,173,-34,110,671,430,0.32,Instance2,173,-40,110,788,768,0.16,Instance3,173,-4,110,293,254,0.52
Object981_4,Instance1,752,-48,40,814,830,0.12,Instance2,752,-5,40,423,534,0.62,Instance3,752,-17,40,999,772,0.26
Object982_4,Instance1,225,-50,190,895,31,0.06,Instance2,225,-11,190,154,422,0.65,Instance3,225,-33,190,644,828,0.3
Object983_4,Instance1,448,-27,110,808,746,0.67,Instance2,448,-22,110,12,332,0.25,Instance3,448,-3,110,37,757,0.08
Object984_4,Instance1,125,-8,160,483,203,0.0,Instance2,125,-22,160,325,985,0.88,Instance3,125,-36,160,107,605,0.12
Object985_4,Instance1,271,-49,50,993,905,0.56,Instance2,271,-30,50,745,431,0.31,Instance3,271,-20,50,208,281,0.13
Object986_4,Instance1,419,-50,40,556,528,0.04,Instance2,419,-45,40,371,931,0.66,Instance3,419,-36,40,341,525,0.3
Object987_4,Instance1,654,-45,190,987,634,0.37,Instance2,654,-44,190,112,869,0.18,Instance3,654,-33,190,840,436,0.45
Object988_4,Instance1,13,-48,120,571,690,0.0,Instance2,13,-8,120,431,462,0.25,Instance3,13,-29,120,747,842,0.75
Object989_4,Instance1,237,-7,110,619,956,0.3,Instance2,237,-50,110,399,394,0.43,Instance3,237,-33,110,649,774,0.27
Object990_4,Instance1,598,-2,140,76,286,0.14,Instance2,598,-20,140,221,307,0.57,Instance3,598,-44,140,588,656,0.29
Object991_4,Instance1,317,-15,180,254,647,0.88,Instance2,317,-5,180,230,501,0.03,Instance3,317,-28,180,727,639,0.09
Object992_4,Instance1,569,-25,60,523,672,0.35,Instance2,569,-41,60,62,673,0.08,Instance3,569,-32,60,588,456,0.57
Object993_4,Instance1,567,-22,180,9,563,0.34,Instance2,567,-9,180,979,293,0.1,Instance3,567,-4,180,981,609,0.56
Object994_4,Instance1,926,-24,140,970,498,0.41,Instance2,926,-8,140,731,694,0.57,Instance3,926,-10,140,906,59,0.02
Object995_4,Instance1,836,-9,80,1000,242,0.27,Instance2,836,-41,80,324,82,0.6,Instance3,836,-39,80,34,123,0.13
Object996_4,Instance1,329,-41,170,941,183,0.47,Instance2,329,-42,170,849,133,0.16,Instance3,329,-38,170,958,949,0.37
Object997_4,Instance1,236,-25,120,140,604,0.43,Instance2,236,-32,120,258,915,0.34,Instance3,236,-40,120,800,823,0.23
Object998_4,Instance1,517,-5,140,792,685,0.08,Instance2,517,-1,140,972,418,0.21,Instance3,517,-10,140,777,829,0.71
Object999_4,Instance1,696,-43,170,859,15,0.37,Instance2,696,-11,170,834,957,0.38,Instance3,696,-2,170,287,272,0.25
Object1000_4,Instance1,502,-49,100,327,119,0.69,Instance2,502,-11,100,846,989,0.07,Instance3,502,-13,100,903,520,0.25
